"e","a","q","i"
0.1432,2.761,2.366,10.46
0.0537,2.686,2.542,15.87
0.5337,37.53,17.500,2.43
0.2175,2.434,1.904,8.00
0.1099,3.063,2.727,12.27
0.0221,2.902,2.837,3.21
0.0971,2.668,2.409,18.81
0.0434,5.224,4.998,29.04
0.0397,3.194,3.068,16.70
0.1927,2.459,1.985,10.70
0.1598,2.662,2.237,10.90
0.0312,2.993,2.900,7.72
0.0241,3.008,2.936,7.99
0.1468,2.686,2.292,13.24
0.2226,2.319,1.803,23.76
0.1441,3.098,2.652,4.42
0.0902,2.874,2.615,4.86
0.2046,3.147,2.503,16.93
0.0875,3.149,2.874,11.31
0.1231,3.1,2.718,9.76
0.1045,3.153,2.823,1.15
0.1943,3.115,2.510,2.18
0.2141,2.886,2.268,9.88
0.1123,5.254,4.664,8.15
0.1372,3.089,2.665,13.04
0.1836,3.136,2.560,6.22
0.1079,2.466,2.200,4.87
0.0925,2.971,2.696,10.15
0.2375,2.208,1.684,6.10
0.0316,2.982,2.888,12.50
0.0345,3.104,2.997,8.23
0.0954,3.124,2.826,14.84
0.1684,2.734,2.274,11.62
0.1347,3.162,2.736,5.13
0.1337,3.073,2.662,11.76
0.0993,3.083,2.777,14.33
0.0555,3.091,2.920,7.92
0.1001,3.106,2.795,2.10
0.1037,3.023,2.710,9.91
0.3444,2.635,1.727,9.33
0.1117,3.186,2.830,16.38
0.1412,3.119,2.679,17.80
0.0308,3.067,2.973,9.82
0.1917,2.729,2.206,3.69
0.1940,3.068,2.473,6.32
0.1622,3.146,2.635,22.28
0.0836,3.101,2.842,11.12
0.1328,2.587,2.243,12.20
0.1004,2.965,2.668,8.74
0.2702,3.055,2.230,3.47
0.2049,2.682,2.133,12.16
0.1185,2.674,2.357,6.54
0.2833,2.647,1.897,12.11
0.2376,2.434,1.855,9.80
0.1836,2.6,2.123,12.75
0.1384,2.414,2.080,8.39
0.2621,2.647,1.953,14.64
0.2171,3.14,2.458,11.23
0.1428,2.575,2.207,8.25
0.2063,2.643,2.098,14.53
0.0810,2.796,2.570,9.02
0.1960,2.25,1.809,5.53
0.1901,3.116,2.523,2.20
0.1716,2.562,2.122,2.22
0.1403,2.656,2.283,14.13
0.1692,2.561,2.128,7.23
0.0193,3.07,3.011,3.18
0.1059,3.099,2.770,7.54
0.2128,2.833,2.230,3.98
0.2610,2.325,1.718,23.42
0.1767,3.194,2.629,2.47
0.2382,3.169,2.414,16.61
0.0684,2.728,2.541,2.88
0.0916,2.656,2.413,2.23
0.1632,2.756,2.306,9.63
0.2198,2.404,1.876,2.39
0.1285,2.568,2.238,8.58
0.1748,2.583,2.132,10.75
0.0892,2.775,2.527,4.25
0.1065,2.846,2.543,5.66
0.1458,2.717,2.321,10.65
0.0911,3.091,2.809,8.83
0.0524,2.234,2.117,2.92
0.1301,3.213,2.795,2.62
0.0321,2.356,2.281,5.89
0.0451,2.488,2.376,5.18
0.0432,3.063,2.931,10.22
0.0283,5.128,4.983,17.52
0.1129,5.245,4.653,6.44
0.1357,2.323,2.007,7.39
0.2078,2.441,1.934,22.93
0.1484,2.485,2.116,6.40
0.2097,2.445,1.933,9.74
0.1267,2.474,2.161,7.34
0.2032,2.429,1.935,23.86
0.1067,2.664,2.380,12.20
0.1068,2.539,2.268,14.90
0.0735,2.392,2.216,6.59
0.1234,2.621,2.298,23.48
0.1178,3.034,2.676,10.06
0.0731,2.713,2.515,4.92
0.1406,2.75,2.364,16.91
0.1231,2.74,2.403,8.05
0.1619,2.808,2.354,8.48
0.1789,2.403,1.973,7.22
0.2340,3.193,2.445,6.04
0.2436,2.301,1.741,3.48
0.1174,2.292,2.023,6.30
0.1689,2.309,1.919,6.30
0.1308,2.284,1.985,6.56
0.1649,2.302,1.922,2.52
0.0554,2.355,2.224,8.80
0.1449,2.319,1.983,7.92
0.1337,2.367,2.051,7.33
0.1397,2.33,2.004,5.77
0.1335,2.292,1.986,5.69
0.1918,2.397,1.938,6.46
0.1312,2.289,1.989,2.90
0.1227,2.352,2.063,6.26
0.1341,2.349,2.034,6.87
0.0659,2.399,2.241,7.30
0.1207,2.411,2.120,7.53
0.0704,2.429,2.258,7.42
0.2601,2.322,1.718,24.36
0.0519,2.45,2.323,8.05
0.1415,2.364,2.029,2.54
0.0812,3.021,2.776,15.40
0.2128,2.534,1.995,8.78
0.0408,2.531,2.428,10.66
0.1131,2.656,2.356,13.96
0.0445,2.567,2.453,15.76
0.1654,2.566,2.141,14.06
0.0838,2.348,2.151,5.19
0.2004,2.623,2.098,18.87
0.1647,2.727,2.278,4.22
0.0942,2.938,2.661,11.03
0.1246,3.155,2.762,18.33
0.2155,3.124,2.451,17.05
0.0590,3.059,2.879,5.26
0.1253,3.069,2.684,4.00
0.1393,3.062,2.636,11.13
0.1109,3.036,2.700,7.52
0.1553,2.642,2.232,12.13
0.2840,2.566,1.837,12.80
0.1792,2.603,2.137,12.24
0.1237,2.989,2.619,9.55
0.0671,3.046,2.841,9.42
0.1674,2.7,2.248,12.28
0.1337,2.631,2.279,13.55
0.0440,2.67,2.553,10.71
0.1736,3.202,2.646,14.99
0.1579,3.092,2.604,15.06
0.1966,2.691,2.162,13.54
0.2335,2.61,2.000,3.81
0.0747,2.965,2.744,10.32
0.0771,3.175,2.930,8.68
0.2004,2.643,2.113,4.46
0.1258,2.848,2.490,15.21
0.1517,2.9,2.460,1.23
0.0777,3.122,2.880,1.74
0.1745,3.105,2.563,3.71
0.0996,3.078,2.771,2.10
0.0751,3.173,2.935,9.22
0.0762,2.884,2.664,0.98
0.0730,3.036,2.814,7.31
0.1450,3.045,2.604,3.80
0.0773,2.773,2.559,7.31
0.1165,3.213,2.838,0.95
0.1376,3.149,2.715,0.55
0.2554,2.85,2.122,2.20
0.1878,3.039,2.468,8.50
0.1002,3.126,2.813,8.95
0.1129,3.193,2.833,1.48
0.1321,3.116,2.705,7.39
0.0884,3.073,2.801,2.86
0.1006,3.096,2.785,12.79
0.0582,3.203,3.017,7.83
0.0537,3.204,3.032,8.49
0.2590,2.986,2.213,2.52
0.2393,3.147,2.394,8.99
0.0761,2.668,2.465,9.64
0.2193,3.105,2.425,5.40
0.1219,3.179,2.791,5.66
0.1187,3.071,2.706,6.20
0.0700,3.099,2.882,9.12
0.0396,3.424,3.288,11.45
0.2847,2.766,1.979,7.84
0.1698,3.115,2.586,1.23
0.1769,3.135,2.581,2.86
0.1366,3.123,2.696,13.53
0.1523,3.103,2.630,5.94
0.1864,3.18,2.587,1.91
0.2417,3.15,2.389,22.83
0.0427,3.163,3.028,10.31
0.1238,3.211,2.814,7.72
0.1687,2.758,2.293,8.33
0.0726,2.894,2.684,3.25
0.1078,3.143,2.804,14.52
0.1788,2.399,1.970,9.24
0.0752,3.227,2.985,7.85
0.0659,3.196,2.985,21.03
0.1450,3.224,2.757,20.74
0.2333,2.317,1.776,25.50
0.0999,2.418,2.176,22.24
0.0914,2.981,2.708,11.43
0.1695,2.84,2.359,4.72
0.1333,2.449,2.123,5.45
0.1335,2.55,2.210,14.10
0.2167,2.572,2.015,8.17
0.3363,2.671,1.773,5.96
0.1278,2.46,2.146,10.18
0.1338,2.618,2.268,14.25
0.1432,2.325,1.992,6.23
0.1949,2.71,2.182,15.75
0.0530,2.697,2.554,21.82
0.2921,2.596,1.838,15.07
0.1632,2.423,2.028,9.10
0.1396,2.768,2.382,10.29
0.0405,1.928,1.850,21.71
0.1898,2.32,1.880,24.55
0.0433,3.353,3.208,11.82
0.1421,2.355,2.020,10.34
0.1428,1.844,1.581,24.09
0.1613,2.803,2.351,9.15
0.0268,2.289,2.227,9.54
0.2722,2.755,2.005,15.84
0.2059,2.358,1.872,1.65
0.1253,2.311,2.022,2.94
0.1390,2.39,2.058,4.90
0.2791,2.481,1.789,10.06
0.2040,2.627,2.092,10.59
0.1305,2.615,2.274,13.76
0.0751,2.439,2.255,2.17
0.2001,2.549,2.039,5.03
0.2622,2.333,1.722,22.50
0.2585,2.271,1.684,22.65
0.1589,3.104,2.611,2.49
0.2213,2.789,2.172,5.50
0.0934,2.438,2.211,5.91
0.2115,2.655,2.093,14.44
0.1523,2.551,2.162,12.35
0.1432,2.883,2.470,13.59
0.1765,2.673,2.201,3.33
0.0966,2.575,2.326,3.88
0.1441,2.355,2.015,6.24
0.2332,2.767,2.121,14.13
0.0951,2.199,1.990,3.40
0.0530,2.719,2.575,4.22
0.1962,2.235,1.796,7.94
0.0672,2.368,2.208,6.41
0.0604,2.421,2.275,5.65
0.0345,2.533,2.445,8.80
0.1348,2.565,2.219,5.83
0.1137,2.625,2.326,13.32
0.1662,2.648,2.208,5.30
0.1428,3.427,2.938,8.00
0.1221,2.595,2.278,12.95
0.0620,2.638,2.474,9.86
0.1330,2.584,2.241,13.94
0.0307,2.6,2.520,13.90
0.0371,2.63,2.532,10.11
0.1034,2.646,2.373,11.64
0.1372,2.722,2.348,12.55
0.0720,2.267,2.103,6.51
0.0873,2.272,2.074,8.60
0.1439,2.806,2.402,10.31
0.1854,2.228,1.815,6.81
0.2171,2.293,1.795,24.47
0.1817,2.605,2.131,9.29
0.1884,2.673,2.170,27.13
0.0767,2.925,2.701,1.12
0.0375,2.683,2.582,1.99
0.0242,2.664,2.600,1.24
0.2351,3.055,2.337,9.07
0.0345,2.579,2.490,7.90
0.0714,2.568,2.384,4.69
0.1141,2.689,2.382,13.56
0.0449,2.702,2.581,4.51
0.0408,2.784,2.671,2.78
0.0782,2.592,2.389,5.59
0.1336,2.584,2.239,14.06
0.1853,2.566,2.091,16.65
0.0273,2.607,2.536,13.55
0.0765,2.77,2.558,5.55
0.1265,2.736,2.390,3.94
0.1919,3.158,2.552,9.77
0.1574,2.706,2.280,11.88
0.1264,2.627,2.295,13.95
0.0167,2.661,2.616,6.83
0.1011,2.631,2.365,15.28
0.1551,2.771,2.342,8.76
0.2472,2.579,1.941,8.11
0.1057,2.606,2.331,10.82
0.1677,2.563,2.133,12.53
0.1428,2.567,2.200,6.78
0.1934,3.019,2.435,4.78
0.2097,2.559,2.023,12.38
0.0949,2.928,2.650,1.38
0.1769,3.002,2.471,5.25
0.0705,2.68,2.491,4.72
0.0898,2.735,2.489,13.21
0.0760,2.999,2.771,11.29
0.1703,2.814,2.335,7.85
0.1262,3.169,2.769,1.93
0.0511,3.203,3.039,15.13
0.2813,2.399,1.724,9.22
0.1152,2.727,2.413,9.62
0.1699,2.664,2.211,12.42
0.0478,2.691,2.563,14.39
0.1998,2.588,2.071,9.84
0.2162,2.574,2.018,5.69
0.0593,2.867,2.697,2.85
0.0891,3.22,2.933,16.38
0.1590,2.681,2.255,11.12
0.1185,2.933,2.585,10.41
0.2518,2.454,1.836,12.33
0.1496,3.095,2.632,7.56
0.1852,2.623,2.138,14.21
0.2025,2.528,2.016,14.86
0.0460,2.72,2.595,5.23
0.1078,3.095,2.761,12.31
0.2004,2.692,2.153,12.94
0.0489,2.936,2.793,1.67
0.1829,2.552,2.085,13.19
0.0360,2.701,2.604,15.61
0.1178,2.622,2.313,4.21
0.0897,2.389,2.175,7.63
0.2422,2.432,1.843,11.17
0.0394,2.998,2.880,1.48
0.0615,2.733,2.565,6.48
0.0446,2.906,2.776,5.66
0.0193,2.985,2.927,8.49
0.0675,2.926,2.729,10.04
0.1583,2.483,2.090,4.46
0.2757,2.662,1.928,18.58
0.0366,2.749,2.649,10.39
0.1480,2.914,2.483,2.75
0.2166,3.202,2.508,15.81
0.0873,3.163,2.887,19.24
0.1733,2.68,2.216,12.05
0.1630,3.035,2.540,12.99
0.0461,3.056,2.915,9.79
0.1884,2.573,2.089,13.27
0.0333,3.176,3.070,10.51
0.0097,3.014,2.985,3.56
0.3831,2.749,1.696,9.03
0.1499,2.606,2.215,11.28
0.0725,2.788,2.586,9.15
0.1340,2.616,2.266,10.55
0.0323,2.961,2.866,8.86
0.1130,2.561,2.272,9.10
0.1504,3.199,2.718,10.87
0.1003,3.175,2.857,5.40
0.0702,2.975,2.766,10.62
0.1118,3.026,2.687,8.62
0.0278,2.896,2.816,12.53
0.1996,2.756,2.206,6.86
0.0644,2.975,2.783,8.38
0.1084,3.164,2.821,4.12
0.1237,2.435,2.134,7.24
0.0539,2.918,2.760,1.33
0.1753,2.571,2.120,8.86
0.1088,2.707,2.412,7.71
0.1395,3.214,2.765,0.46
0.0293,3.256,3.160,4.61
0.0786,2.804,2.584,5.04
0.0401,2.74,2.630,7.00
0.0748,2.559,2.368,14.71
0.2026,2.55,2.034,12.74
0.2162,2.794,2.190,8.18
0.1564,2.995,2.527,6.73
0.0806,2.993,2.752,11.47
0.0956,3.144,2.843,10.45
0.0639,2.736,2.561,12.57
0.0734,3.195,2.961,14.86
0.1348,2.615,2.262,13.31
0.1060,2.517,2.250,11.39
0.1917,2.589,2.093,14.46
0.0460,3.102,2.959,14.19
0.2215,2.571,2.001,12.11
0.0316,3.054,2.957,12.05
0.0752,2.959,2.737,9.78
0.2706,2.587,1.887,4.59
0.3732,2.744,1.720,13.64
0.1145,2.719,2.408,10.23
0.1015,2.541,2.283,14.27
0.1843,3.143,2.563,8.45
0.0461,2.719,2.594,3.98
0.0671,2.8,2.612,6.65
0.0672,2.982,2.782,9.14
0.0763,2.727,2.519,5.58
0.0159,2.455,2.416,12.58
0.0422,3,2.874,9.04
0.1106,2.689,2.392,11.36
0.0661,2.769,2.586,7.61
0.0347,3.036,2.931,11.86
0.0941,2.979,2.699,9.23
0.1909,2.582,2.089,8.02
0.1249,2.74,2.398,4.65
0.1782,2.859,2.349,8.49
0.1550,2.694,2.277,11.63
0.1847,2.696,2.198,11.50
0.1457,2.684,2.293,4.78
0.1722,3.131,2.592,8.94
0.1028,3.117,2.797,14.11
0.0613,3.162,2.968,16.84
0.0635,2.654,2.485,15.99
0.2004,2.29,1.831,7.18
0.0971,3.137,2.833,11.20
0.0459,3.213,3.065,14.45
0.1011,3.104,2.790,6.32
0.0764,3.143,2.903,17.09
0.1240,3.115,2.729,17.37
0.2068,3.163,2.508,14.19
0.0193,3.065,3.006,10.71
0.0473,3.102,2.955,10.16
0.1216,2.548,2.238,8.67
0.1303,2.606,2.267,8.51
0.0901,2.739,2.492,6.40
0.0970,2.756,2.489,3.48
0.1606,2.618,2.197,8.07
0.1637,3.076,2.573,15.32
0.1229,2.687,2.357,16.44
0.1412,3.057,2.626,2.57
0.1593,3.134,2.635,1.34
0.0680,3.204,2.986,7.09
0.0434,2.986,2.856,8.55
0.0509,3.111,2.953,9.13
0.1834,2.649,2.163,12.83
0.1165,3.162,2.794,23.76
0.0828,3.169,2.907,9.72
0.0580,3.089,2.910,15.43
0.0964,2.991,2.703,9.72
0.1345,2.569,2.224,9.17
0.2204,3.104,2.420,17.58
0.1283,2.657,2.316,11.70
0.0591,5.288,4.976,6.47
0.0497,3.158,3.000,6.16
0.1371,3.188,2.751,5.01
0.1172,2.352,2.076,7.98
0.0909,2.992,2.720,9.23
0.0477,2.982,2.839,9.69
0.0637,3.225,3.020,12.02
0.1090,2.297,2.047,7.02
0.1790,2.433,1.997,1.49
0.1630,2.675,2.239,12.75
0.2424,3.152,2.388,13.23
0.1213,2.967,2.607,13.01
0.0111,3.14,3.105,16.51
0.0904,2.969,2.700,10.11
0.0869,3.187,2.910,11.70
0.1798,3.123,2.561,11.38
0.1730,3.155,2.609,13.36
0.3428,2.714,1.783,7.02
0.1199,2.971,2.615,9.59
0.0825,2.834,2.600,12.12
0.0624,3.224,3.023,11.17
0.1192,2.968,2.614,10.53
0.1361,3.099,2.677,13.96
0.1581,2.742,2.309,5.84
0.0725,2.644,2.452,21.27
0.1610,3.13,2.626,2.26
0.1858,3.139,2.556,2.49
0.2403,2.732,2.076,9.01
0.2219,2.552,1.986,6.34
0.0668,3.127,2.918,3.46
0.1500,2.783,2.366,10.36
0.1760,3.059,2.520,11.15
0.1278,2.525,2.203,12.92
0.1027,3.163,2.838,11.38
0.1615,3.194,2.678,2.01
0.1686,2.34,1.945,6.45
0.0418,2.93,2.807,1.85
0.0473,2.742,2.612,5.69
0.1708,2.581,2.140,10.74
0.0779,3.17,2.923,10.48
0.1832,2.337,1.909,10.10
0.1097,3.164,2.817,6.36
0.0809,2.838,2.608,1.04
0.0824,3.073,2.820,2.95
0.1593,3.159,2.656,6.60
0.1140,2.977,2.637,11.57
0.0858,2.748,2.512,6.47
0.1696,2.584,2.146,11.84
0.1409,2.291,1.968,6.98
0.1110,3.17,2.818,13.98
0.2482,2.63,1.977,20.29
0.0162,2.908,2.861,2.94
0.2660,2.693,1.977,13.56
0.1550,2.619,2.213,6.46
0.1381,2.575,2.219,14.61
0.1403,2.275,1.956,6.24
0.1924,2.646,2.137,15.07
0.1509,3.212,2.727,10.02
0.0679,3.098,2.887,8.06
0.1327,2.743,2.379,7.43
0.0630,3.167,2.967,5.99
0.1952,2.541,2.045,15.96
0.1420,2.811,2.412,8.40
0.1181,2.397,2.114,5.21
0.0356,2.888,2.786,12.04
0.1658,2.561,2.136,13.16
0.2409,2.527,1.918,14.21
0.1451,2.36,2.018,5.14
0.1852,2.57,2.094,10.41
0.1010,2.566,2.307,6.06
0.1255,2.423,2.119,15.37
0.3114,2.556,1.760,5.47
0.1522,2.55,2.162,14.98
0.1964,2.716,2.183,13.14
0.1997,2.714,2.172,9.44
0.1579,2.764,2.328,9.05
0.2091,2.439,1.929,12.81
0.2288,2.285,1.762,6.89
0.1371,2.584,2.230,10.62
0.2032,2.582,2.057,4.25
0.1060,2.78,2.485,5.46
0.0975,2.569,2.318,15.95
0.0437,3.122,2.986,22.42
0.2383,3.106,2.366,15.08
0.1713,2.632,2.181,13.69
0.1914,2.392,1.934,8.51
0.1996,2.587,2.070,11.01
0.1407,2.45,2.105,13.64
0.0999,3.148,2.833,22.62
0.1815,2.29,1.874,24.13
0.3080,2.589,1.792,22.36
0.0657,2.932,2.739,3.30
0.1139,2.567,2.274,15.57
0.1917,2.287,1.849,26.19
0.1928,2.354,1.900,24.59
0.2397,3.082,2.343,10.73
0.1199,2.282,2.008,6.39
0.0812,3.378,3.103,20.32
0.1793,2.458,2.018,14.93
0.1436,2.691,2.305,12.08
0.1155,2.66,2.353,16.18
0.1358,2.525,2.182,12.81
0.0859,2.54,2.322,16.04
0.1171,2.574,2.272,13.96
0.0794,2.635,2.426,22.70
0.2521,2.31,1.728,22.65
0.0601,2.715,2.552,21.64
0.1185,2.283,2.012,7.16
0.2782,2.73,1.971,11.25
0.1347,2.283,1.975,3.91
0.2154,2.646,2.076,26.93
0.0856,2.769,2.532,14.87
0.0039,5.15,5.129,8.36
0.0692,2.637,2.455,11.82
0.1162,3.202,2.830,17.12
0.0599,3.165,2.975,10.52
0.0224,2.847,2.783,7.06
0.2141,2.601,2.045,13.74
0.2124,3.16,2.489,7.74
0.1245,2.414,2.114,2.29
0.1124,3.221,2.859,1.95
0.2119,2.741,2.160,8.61
0.1228,2.991,2.624,11.26
0.2211,3.145,2.449,21.76
0.1447,2.627,2.247,6.44
0.1615,3.189,2.674,19.25
0.1007,3.148,2.831,16.53
0.0191,3.095,3.036,9.27
0.0695,2.576,2.397,14.47
0.1319,3.179,2.760,18.75
0.1550,3.164,2.674,13.80
0.1175,3.379,2.982,19.55
0.2468,2.799,2.108,12.25
0.1501,3.066,2.606,9.30
0.0440,3.154,3.015,17.34
0.1511,2.558,2.171,14.48
0.1694,2.602,2.161,15.65
0.0207,3.191,3.125,9.78
0.1063,2.965,2.650,11.46
0.0983,3.003,2.708,5.46
0.0454,3.237,3.090,10.96
0.0890,3.187,2.903,7.97
0.0209,3.093,3.028,9.50
0.0416,3.003,2.878,11.99
0.0937,3.083,2.794,10.46
0.0447,3.01,2.875,23.10
0.0583,3.223,3.035,13.44
0.0616,3.074,2.884,11.95
0.0731,3.16,2.929,11.39
0.1147,3.139,2.779,6.98
0.1600,2.629,2.209,13.24
0.0250,3.227,3.147,1.58
0.1654,2.288,1.909,5.15
0.1373,2.857,2.465,21.71
0.0796,3.569,3.285,3.40
0.0834,3.063,2.807,1.86
0.2015,2.625,2.096,18.35
0.0329,3.207,3.102,12.42
0.0860,2.589,2.367,14.39
0.0907,2.975,2.705,11.55
0.2141,2.738,2.152,6.30
0.0840,3.169,2.903,9.05
0.1050,3.109,2.783,5.67
0.0240,3.072,2.999,3.45
0.0953,3.2,2.895,22.77
0.0908,3.182,2.893,22.78
0.0081,2.877,2.853,2.56
0.0153,3.128,3.080,15.86
0.0643,3.226,3.019,11.22
0.2223,2.792,2.171,21.76
0.2044,2.695,2.144,12.68
0.0817,3.079,2.827,9.11
0.0921,2.971,2.697,10.96
0.0648,3.042,2.845,8.65
0.1077,3.086,2.754,10.72
0.1256,2.972,2.599,9.29
0.2278,2.448,1.891,13.76
0.0544,3.063,2.896,9.29
0.0980,3.085,2.782,13.17
0.1386,2.797,2.410,8.02
0.1390,3.047,2.623,10.71
0.2061,2.675,2.123,12.56
0.0504,3.083,2.927,8.24
0.1266,3.056,2.669,12.23
0.1874,2.737,2.225,14.94
0.2351,2.319,1.773,24.43
0.1408,2.54,2.183,16.47
0.1147,3.17,2.807,12.20
0.2114,2.61,2.059,5.13
0.0168,2.956,2.906,10.35
0.1523,2.629,2.229,8.00
0.1899,2.568,2.080,9.31
0.0685,2.662,2.480,8.59
0.0606,2.653,2.492,8.30
0.1458,2.733,2.334,12.25
0.2403,2.305,1.751,21.61
0.1370,2.739,2.364,9.70
0.1681,3.2,2.662,5.63
0.1724,2.623,2.171,14.09
0.0882,3.071,2.800,10.40
0.1741,2.618,2.162,12.39
0.1296,2.673,2.326,4.57
0.2334,2.71,2.077,5.37
0.2065,3.045,2.416,12.43
0.0724,2.631,2.440,3.69
0.1607,2.585,2.169,13.16
0.1393,2.545,2.190,13.23
0.1613,2.608,2.187,12.06
0.1483,3.06,2.606,1.29
0.1603,3.073,2.581,10.18
0.1286,3.109,2.709,5.41
0.0829,3.093,2.837,11.92
0.0395,2.98,2.862,9.44
0.0247,3.134,3.057,23.59
0.1002,3.069,2.762,0.05
0.0625,2.794,2.619,15.10
0.0698,3.154,2.934,9.08
0.2067,3.138,2.489,9.42
0.1145,5.103,4.519,1.30
0.1773,3.141,2.584,8.32
0.0603,3.025,2.842,10.44
0.1621,3.151,2.640,10.55
0.1339,3.168,2.744,9.13
0.1789,3.071,2.522,15.00
0.0104,3.24,3.207,21.92
0.2844,2.619,1.874,11.94
0.0235,2.803,2.737,7.73
0.0865,3.245,2.965,5.70
0.1960,3.024,2.432,3.38
0.1220,2.916,2.560,13.23
0.1178,2.768,2.442,12.88
0.1008,3.105,2.792,6.28
0.2575,2.36,1.752,24.52
0.1544,3.194,2.701,22.34
0.0603,2.72,2.556,12.58
0.0382,3.199,3.077,11.34
0.1303,2.774,2.413,9.42
0.2403,2.849,2.164,1.28
0.3421,2.76,1.816,7.41
0.1657,2.77,2.311,13.28
0.0631,2.564,2.402,11.35
0.1377,2.672,2.304,9.50
0.1330,3.098,2.686,10.85
0.0891,5.179,4.718,13.46
0.0655,2.521,2.356,7.33
0.0973,2.984,2.694,8.40
0.1635,2.63,2.200,11.00
0.0474,3.051,2.906,9.98
0.1586,3.161,2.660,10.49
0.1767,3.177,2.615,14.75
0.2310,2.473,1.902,7.99
0.1598,2.27,1.907,4.80
0.1326,3.211,2.785,3.71
0.1282,3.21,2.799,6.00
0.1638,2.785,2.329,8.41
0.1290,2.816,2.453,5.55
0.2820,2.586,1.857,16.98
0.2346,2.541,1.945,1.97
0.2434,2.296,1.737,24.19
0.2161,2.441,1.914,1.45
0.2445,2.564,1.937,13.35
0.2093,3.077,2.433,26.26
0.1558,2.268,1.915,6.36
0.1444,2.587,2.213,3.59
0.1613,3.189,2.674,2.59
0.1192,2.522,2.222,11.81
0.1170,3.049,2.693,9.47
0.2071,2.653,2.103,13.19
0.1504,2.977,2.529,7.23
0.1170,3.088,2.727,11.71
0.2759,2.624,1.900,15.33
0.0978,3.109,2.805,5.47
0.1984,2.786,2.233,6.22
0.0717,3.064,2.844,10.58
0.1138,3.164,2.804,16.18
0.0616,3.033,2.847,9.64
0.1835,2.623,2.141,12.23
0.2836,2.686,1.925,11.31
0.2892,2.692,1.914,13.93
0.2129,2.739,2.156,8.13
0.2020,2.601,2.076,18.38
0.2330,2.596,1.991,6.03
0.2483,2.665,2.004,11.37
0.2173,2.548,1.994,5.24
0.2666,2.752,2.018,13.33
0.2821,2.72,1.953,3.40
0.2254,2.604,2.017,30.63
0.1627,2.62,2.194,12.23
0.2720,2.397,1.745,7.58
0.1157,3.05,2.697,10.78
0.1460,3.11,2.656,6.44
0.0908,3.033,2.758,10.71
0.1496,3.211,2.731,7.41
0.1052,2.457,2.199,6.49
0.1726,3.092,2.558,22.65
0.2174,2.441,1.910,4.60
0.1612,2.392,2.006,8.54
0.2081,3.154,2.497,12.54
0.2630,3.164,2.332,24.18
0.1320,2.566,2.227,4.52
0.1284,3.988,3.476,2.43
0.2600,2.754,2.038,7.10
0.1081,2.997,2.673,10.30
0.0919,2.768,2.514,5.46
0.0982,2.561,2.310,3.05
0.1129,2.578,2.287,13.16
0.2306,2.739,2.108,7.50
0.0618,2.795,2.622,3.74
0.1540,2.783,2.354,8.94
0.1913,2.737,2.213,9.89
0.0594,3.245,3.052,7.24
0.2064,2.365,1.876,8.04
0.1762,2.846,2.345,4.11
0.0672,3.055,2.850,10.73
0.1820,2.781,2.275,22.64
0.1786,3,2.464,7.98
0.1094,3.154,2.809,13.24
0.0621,2.343,2.197,7.43
0.2756,3.057,2.215,13.81
0.0513,3.066,2.908,1.48
0.1385,2.683,2.312,12.02
0.0445,2.915,2.786,1.79
0.1575,2.283,1.923,4.36
0.2202,2.369,1.847,23.72
0.1467,2.381,2.032,7.33
0.0971,2.46,2.221,8.45
0.1372,2.627,2.267,26.32
0.1466,2.61,2.227,26.18
0.2182,2.66,2.079,6.89
0.1256,2.567,2.244,11.04
0.1386,2.596,2.236,15.36
0.1024,2.756,2.474,10.27
0.0173,2.647,2.601,11.18
0.1198,2.57,2.262,21.67
0.0454,2.595,2.477,6.87
0.0771,2.583,2.383,13.86
0.1499,2.583,2.196,13.20
0.2559,2.682,1.996,13.27
0.1347,3.079,2.664,3.99
0.0614,2.93,2.750,3.29
0.0805,3.228,2.968,21.54
0.1824,2.257,1.845,5.37
0.0388,3.024,2.907,0.54
0.0995,3.161,2.846,16.59
0.1872,2.736,2.224,13.60
0.2314,3.95,3.036,6.49
0.0549,2.303,2.176,6.24
0.0801,2.31,2.125,6.99
0.1182,2.296,2.024,4.90
0.0965,2.421,2.188,4.74
0.0407,2.302,2.208,6.18
0.0560,2.273,2.145,6.96
0.1501,2.554,2.171,8.51
0.0668,2.354,2.196,5.94
0.0930,2.243,2.034,6.79
0.1851,2.44,1.989,6.52
0.1826,2.683,2.193,10.56
0.1398,2.684,2.308,12.20
0.2138,2.542,1.998,8.34
0.2852,2.659,1.901,11.56
0.1264,2.724,2.380,13.23
0.1502,2.893,2.459,15.98
0.2834,2.637,1.890,12.58
0.1053,2.913,2.606,4.73
0.2362,2.728,2.083,11.79
0.0617,3.1,2.908,8.73
0.2003,3.162,2.529,16.44
0.0429,3.108,2.975,13.14
0.1601,3.078,2.585,4.75
0.1527,3.126,2.649,1.25
0.0867,2.987,2.728,9.97
0.2608,2.414,1.785,6.35
0.1319,3.062,2.658,1.48
0.1685,3.107,2.583,5.93
0.0741,3.058,2.831,8.65
0.1182,2.718,2.397,8.09
0.1071,2.807,2.506,3.70
0.0501,2.952,2.804,3.18
0.1567,2.648,2.233,11.29
0.1153,3.195,2.826,3.74
0.1323,2.732,2.371,4.33
0.2050,2.443,1.942,3.85
0.1403,2.637,2.267,16.03
0.0968,3.017,2.725,7.04
0.0752,2.654,2.455,2.66
0.3024,2.595,1.810,4.36
0.0904,2.763,2.513,6.50
